#run_ID,         bf thickness,    n_deaths,        n_detachments,   n_immigrations,  n_replications,  exit time        
0,               0,               3769,            56,              3469,            353,             4200             
1,               0,               3764,            54,              3468,            350,             4200             
2,               0,               3928,            72,              3539,            463,             4200             
3,               0,               3968,            73,              3499,            538,             4200             
4,               0,               3407,            44,              3441,            12,              4200             
5,               2,               7788,            183,             3546,            4536,            4200             
6,               0,               3916,            65,              3582,            398,             4200             
7,               0,               3797,            62,              3578,            278,             4200             
8,               0,               3564,            42,              3480,            127,             4200             
9,               0,               3582,            43,              3482,            142,             4200             
10,              0,               3482,            44,              3465,            60,              4200             
11,              0,               3668,            38,              3518,            186,             4200             
12,              0,               4148,            97,              3425,            817,             4200             
13,              0,               4206,            82,              3490,            796,             4200             
14,              0,               3795,            67,              3461,            421,             4200             
15,              0,               3433,            37,              3440,            30,              4200             
16,              0,               4274,            77,              3532,            824,             4200             
17,              5,               28464,           370,             3428,            25632,           4200             
18,              0,               7451,            291,             3485,            4280,            4200             
19,              0,               3771,            63,              3526,            306,             4200             
20,              0,               3742,            57,              3614,            181,             4200             
21,              0,               3566,            42,              3483,            126,             4200             
22,              0,               4162,            58,              3545,            676,             4200             
23,              0,               4045,            83,              3432,            713,             4200             
24,              0,               3632,            45,              3479,            195,             4200             
25,              0,               3515,            41,              3527,            28,              4200             
26,              0,               3932,            72,              3552,            455,             4200             
27,              0,               4235,            84,              3475,            840,             4200             
28,              0,               4343,            92,              3422,            1011,            4200             
29,              0,               3473,            57,              3460,            71,              4200             
30,              0,               3575,            55,              3555,            75,              4200             
31,              0,               3533,            50,              3429,            153,             4200             
32,              0,               6938,            239,             3596,            3594,            4200             
33,              0,               3638,            51,              3615,            76,              4200             
34,              0,               5141,            125,             3484,            1783,            4200             
35,              0,               3664,            40,              3495,            214,             4200             
36,              0,               3737,            57,              3566,            225,             4200             
37,              0,               3567,            54,              3505,            112,             4200             
38,              0,               3495,            30,              3469,            54,              4200             
39,              0,               4235,            88,              3438,            880,             4200             
40,              1,               16127,           442,             3486,            13138,           4200             
41,              0,               3794,            68,              3547,            320,             4200             
42,              0,               3990,            64,              3428,            625,             4200             
43,              0,               3524,            48,              3511,            59,              4200             
44,              0,               6766,            221,             3581,            3438,            4200             
45,              0,               3651,            55,              3480,            222,             4200             
46,              0,               3667,            41,              3582,            127,             4200             
47,              0,               3392,            50,              3393,            46,              4200             
48,              0,               4772,            112,             3617,            1267,            4200             
49,              0,               3693,            59,              3424,            327,             4200             
50,              0,               3587,            44,              3502,            126,             4200             
51,              0,               3739,            57,              3506,            287,             4200             
52,              0,               4865,            136,             3511,            1526,            4200             
53,              0,               3464,            59,              3508,            16,              4200             
54,              0,               4039,            68,              3513,            604,             4200             
55,              0,               3491,            42,              3465,            73,              4200             
56,              0,               4050,            83,              3535,            593,             4200             
57,              0,               3545,            43,              3439,            146,             4200             
58,              0,               3992,            70,              3491,            574,             4200             
59,              0,               3702,            47,              3540,            220,             4200             
60,              0,               3519,            46,              3470,            93,              4200             
61,              0,               5053,            134,             3569,            1658,            4200             
62,              0,               3679,            62,              3459,            279,             4200             
63,              0,               5733,            170,             3487,            2430,            4200             
64,              0,               4415,            100,             3564,            980,             4200             
65,              0,               3587,            50,              3537,            98,              4200             
66,              0,               3773,            61,              3500,            355,             4200             
67,              0,               5480,            151,             3564,            2074,            4200             
68,              0,               3481,            51,              3471,            58,              4200             
69,              0,               3974,            93,              3497,            567,             4200             
70,              0,               4102,            89,              3490,            700,             4200             
71,              0,               3590,            51,              3466,            171,             4200             
72,              13,              44511,           387,             3516,            42171,           4200             
73,              0,               4350,            101,             3515,            934,             4200             
74,              0,               3576,            45,              3449,            171,             4200             
75,              0,               3774,            52,              3548,            279,             4200             
76,              0,               3886,            78,              3453,            508,             4200             
77,              0,               4001,            75,              3405,            677,             4200             
78,              0,               3662,            57,              3383,            336,             4200             
79,              1,               6728,            226,             3597,            3431,            4200             
80,              0,               3882,            64,              3518,            425,             4200             
81,              0,               4159,            95,              3496,            760,             4200             
82,              0,               3536,            48,              3504,            79,              4200             
83,              0,               4086,            83,              3516,            668,             4200             
84,              0,               3421,            36,              3348,            105,             4200             
85,              0,               3607,            47,              3541,            111,             4200             
86,              0,               3562,            53,              3506,            106,             4200             
87,              0,               8445,            356,             3466,            5356,            4200             
88,              0,               5128,            121,             3435,            1811,            4200             
89,              1,               10155,           327,             3444,            7083,            4200             
90,              0,               3876,            59,              3565,            368,             4200             
91,              0,               3779,            47,              3540,            285,             4200             
92,              0,               3744,            56,              3486,            312,             4200             
93,              0,               3668,            47,              3530,            185,             4200             
94,              0,               3960,            76,              3424,            612,             4200             
95,              0,               3708,            49,              3571,            185,             4200             
96,              0,               3552,            37,              3544,            47,              4200             
97,              0,               3858,            63,              3410,            513,             4200             
98,              0,               8581,            331,             3444,            5510,            4200             
99,              0,               3504,            47,              3456,            92,              4200             
100,             0,               3621,            46,              3522,            147,             4200             
101,             0,               3536,            38,              3554,            18,              4200             
102,             0,               3821,            75,              3432,            460,             4200             
103,             0,               3530,            38,              3479,            87,              4200             
104,             0,               3510,            53,              3510,            51,              4200             
105,             0,               3923,            59,              3543,            445,             4200             
106,             0,               3493,            43,              3379,            155,             4200             
107,             12,              46390,           500,             3498,            44142,           4200             
108,             0,               3691,            61,              3402,            346,             4200             
109,             0,               4765,            123,             3483,            1402,            4200             
110,             0,               3690,            46,              3486,            248,             4200             
111,             0,               4189,            85,              3526,            748,             4200             
112,             0,               3578,            72,              3434,            217,             4200             
113,             0,               3555,            33,              3503,            85,              4200             
114,             0,               4493,            130,             3430,            1190,            4200             
115,             0,               3589,            48,              3535,            100,             4200             
116,             0,               3417,            43,              3432,            25,              4200             
117,             0,               4660,            121,             3540,            1271,            4200             
118,             0,               4383,            98,              3606,            874,             4200             
119,             0,               3766,            53,              3567,            249,             4200             
120,             0,               3778,            62,              3519,            324,             4200             
121,             0,               3561,            43,              3517,            87,              4200             
122,             0,               3579,            52,              3522,            117,             4200             
123,             0,               3603,            40,              3534,            106,             4200             
124,             0,               3537,            54,              3517,            72,              4200             
125,             0,               3854,            57,              3538,            389,             4200             
126,             0,               3496,            35,              3517,            13,              4200             
127,             3,               11718,           239,             3485,            8607,            4200             
128,             0,               3570,            48,              3426,            193,             4200             
129,             0,               3446,            50,              3426,            69,              4200             
130,             0,               3438,            49,              3452,            32,              4200             
131,             0,               5145,            160,             3488,            1837,            4200             
