#tau,            K*,              det_rate,        thickness,       thick_stDev,     n_deaths,        n_detachments,   n_immigrations,  n_replications,  n_tau_halves     
1.0000E-02,      4.0000E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      1.7025E+03,      5.4733E+01,      1.3940E+02,      2.0811E+03,      6.2000E+00       
1.0000E-02,      4.2500E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      1.8899E+03,      1.6533E+01,      1.5493E+02,      2.2274E+03,      5.1333E+00       
1.0000E-02,      4.2500E-01,      2.1000E-03,      8.9333E+00,      2.5820E-01,      1.9681E+03,      3.7133E+01,      1.6060E+02,      2.3158E+03,      6.3333E+00       
1.0000E-02,      4.2500E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      2.0292E+03,      3.9400E+01,      1.6020E+02,      2.3743E+03,      6.9333E+00       
1.0000E-02,      4.2500E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      1.9016E+03,      3.5067E+01,      1.5273E+02,      2.2571E+03,      6.7333E+00       
1.0000E-02,      4.2500E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      1.9051E+03,      3.5467E+01,      1.5793E+02,      2.2441E+03,      6.7333E+00       
1.0000E-02,      4.2500E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      1.8646E+03,      3.2733E+01,      1.5207E+02,      2.2127E+03,      6.4000E+00       
1.0000E-02,      4.2500E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      2.0401E+03,      3.7600E+01,      1.6567E+02,      2.3940E+03,      7.5333E+00       
1.0000E-02,      4.2500E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      1.8433E+03,      3.4800E+01,      1.5440E+02,      2.1849E+03,      6.2667E+00       
1.0000E-02,      4.2500E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      2.1564E+03,      5.8067E+01,      1.7200E+02,      2.5105E+03,      7.2667E+00       
1.0000E-02,      4.2500E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      2.1207E+03,      7.1667E+01,      1.7247E+02,      2.4905E+03,      7.6000E+00       
1.0000E-02,      4.2500E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      2.1581E+03,      7.3733E+01,      1.7440E+02,      2.5354E+03,      6.6667E+00       
1.0000E-02,      4.2500E-01,      3.1000E-03,      8.8000E+00,      5.6061E-01,      2.1133E+03,      7.6600E+01,      1.7320E+02,      2.4835E+03,      6.3333E+00       
1.0000E-02,      4.2500E-01,      3.2000E-03,      8.8000E+00,      4.1404E-01,      2.0591E+03,      7.8800E+01,      1.6953E+02,      2.4426E+03,      6.5333E+00       
1.0000E-02,      4.2500E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      2.0723E+03,      7.4867E+01,      1.6753E+02,      2.4495E+03,      7.3333E+00       
1.0000E-02,      4.2500E-01,      3.4000E-03,      8.9333E+00,      2.5820E-01,      2.1894E+03,      7.5533E+01,      1.7120E+02,      2.5749E+03,      8.2000E+00       
1.0000E-02,      4.2500E-01,      3.5000E-03,      8.9333E+00,      2.5820E-01,      2.0549E+03,      7.2733E+01,      1.6633E+02,      2.4323E+03,      5.9333E+00       
1.0000E-02,      4.2500E-01,      3.6000E-03,      8.8000E+00,      4.1404E-01,      2.1415E+03,      7.9067E+01,      1.7453E+02,      2.5181E+03,      6.8000E+00       
1.0000E-02,      4.2500E-01,      3.7000E-03,      8.8667E+00,      5.1640E-01,      2.0461E+03,      7.7600E+01,      1.7467E+02,      2.4192E+03,      5.4667E+00       
1.0000E-02,      4.2500E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      2.1741E+03,      7.9067E+01,      1.6947E+02,      2.5407E+03,      6.0667E+00       
1.0000E-02,      4.2500E-01,      3.9000E-03,      8.8667E+00,      3.5187E-01,      2.1573E+03,      7.5067E+01,      1.7180E+02,      2.5364E+03,      7.7333E+00       
1.0000E-02,      4.2500E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      2.1144E+03,      7.6467E+01,      1.6927E+02,      2.4999E+03,      6.4667E+00       
1.0000E-02,      4.5000E-01,      2.0000E-03,      8.8667E+00,      3.5187E-01,      2.3167E+03,      2.0467E+01,      1.7687E+02,      2.6384E+03,      7.4667E+00       
1.0000E-02,      4.5000E-01,      2.1000E-03,      8.8000E+00,      5.6061E-01,      2.2602E+03,      4.2800E+01,      1.7347E+02,      2.5976E+03,      7.2000E+00       
1.0000E-02,      4.5000E-01,      2.2000E-03,      8.8000E+00,      5.6061E-01,      2.2539E+03,      4.2000E+01,      1.7600E+02,      2.5901E+03,      8.0667E+00       
1.0000E-02,      4.5000E-01,      2.3000E-03,      8.8667E+00,      3.5187E-01,      2.1936E+03,      4.2467E+01,      1.7860E+02,      2.5307E+03,      7.5333E+00       
1.0000E-02,      4.5000E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      2.2326E+03,      3.9533E+01,      1.7207E+02,      2.5729E+03,      7.1333E+00       
1.0000E-02,      4.5000E-01,      2.5000E-03,      8.2667E+00,      8.8372E-01,      2.3021E+03,      4.9533E+01,      1.8547E+02,      2.6222E+03,      7.8000E+00       
1.0000E-02,      4.5000E-01,      2.6000E-03,      8.6667E+00,      6.1721E-01,      2.2660E+03,      4.0133E+01,      1.7640E+02,      2.5949E+03,      6.5333E+00       
1.0000E-02,      4.5000E-01,      2.7000E-03,      8.8000E+00,      7.7460E-01,      2.2633E+03,      4.4000E+01,      1.8033E+02,      2.5935E+03,      8.1333E+00       
1.0000E-02,      4.5000E-01,      2.8000E-03,      8.2667E+00,      8.8372E-01,      2.2643E+03,      6.6400E+01,      1.8507E+02,      2.5976E+03,      7.9333E+00       
1.0000E-02,      4.5000E-01,      2.9000E-03,      8.1333E+00,      9.1548E-01,      2.2506E+03,      8.6533E+01,      1.9127E+02,      2.5999E+03,      7.4000E+00       
1.0000E-02,      4.5000E-01,      3.0000E-03,      8.0000E+00,      1.3628E+00,      2.2931E+03,      9.7200E+01,      1.9747E+02,      2.6377E+03,      6.7333E+00       
1.0000E-02,      4.5000E-01,      3.1000E-03,      7.8667E+00,      9.9043E-01,      2.2530E+03,      9.9000E+01,      1.9367E+02,      2.5851E+03,      8.0667E+00       
1.0000E-02,      4.5000E-01,      3.2000E-03,      8.1333E+00,      9.1548E-01,      2.2903E+03,      9.6867E+01,      1.9480E+02,      2.6341E+03,      7.7333E+00       
1.0000E-02,      4.5000E-01,      3.3000E-03,      7.5333E+00,      1.4075E+00,      2.1347E+03,      9.7333E+01,      1.9387E+02,      2.4509E+03,      6.3333E+00       
1.0000E-02,      4.5000E-01,      3.4000E-03,      7.6667E+00,      1.1751E+00,      2.2147E+03,      9.7000E+01,      1.9313E+02,      2.5445E+03,      5.8000E+00       
1.0000E-02,      4.5000E-01,      3.5000E-03,      7.4667E+00,      1.3558E+00,      2.2173E+03,      9.8867E+01,      1.9053E+02,      2.5403E+03,      6.8000E+00       
1.0000E-02,      4.5000E-01,      3.6000E-03,      7.9333E+00,      1.0328E+00,      2.2794E+03,      9.6000E+01,      1.9127E+02,      2.6300E+03,      8.3333E+00       
1.0000E-02,      4.5000E-01,      3.7000E-03,      8.1333E+00,      9.1548E-01,      2.2845E+03,      9.4200E+01,      1.9240E+02,      2.6381E+03,      6.1333E+00       
1.0000E-02,      4.5000E-01,      3.8000E-03,      8.2667E+00,      8.8372E-01,      2.3642E+03,      9.4000E+01,      1.9887E+02,      2.7235E+03,      7.5333E+00       
1.0000E-02,      4.5000E-01,      3.9000E-03,      7.8667E+00,      1.0601E+00,      2.2426E+03,      9.8067E+01,      1.9760E+02,      2.5691E+03,      6.4667E+00       
1.0000E-02,      4.5000E-01,      4.0000E-03,      8.3333E+00,      9.7590E-01,      2.2973E+03,      9.5600E+01,      1.9287E+02,      2.6531E+03,      7.4000E+00       
1.0000E-02,      4.7500E-01,      2.0000E-03,      8.5333E+00,      9.1548E-01,      2.2960E+03,      2.3933E+01,      1.8420E+02,      2.6136E+03,      7.0667E+00       
1.0000E-02,      4.7500E-01,      2.1000E-03,      8.0000E+00,      9.2582E-01,      2.3691E+03,      4.8067E+01,      1.9613E+02,      2.6852E+03,      7.3333E+00       
1.0000E-02,      4.7500E-01,      2.2000E-03,      7.4000E+00,      1.2421E+00,      2.3602E+03,      5.3200E+01,      2.0167E+02,      2.6382E+03,      6.3333E+00       
1.0000E-02,      4.7500E-01,      2.3000E-03,      8.3333E+00,      4.8795E-01,      2.4923E+03,      4.9067E+01,      1.9707E+02,      2.8127E+03,      7.3333E+00       
1.0000E-02,      4.7500E-01,      2.4000E-03,      8.0667E+00,      1.1629E+00,      2.4265E+03,      4.9200E+01,      1.9880E+02,      2.7233E+03,      6.3333E+00       
1.0000E-02,      4.7500E-01,      2.5000E-03,      8.0000E+00,      1.1952E+00,      2.1958E+03,      4.8733E+01,      1.8700E+02,      2.4933E+03,      6.5333E+00       
1.0000E-02,      4.7500E-01,      2.6000E-03,      7.8667E+00,      1.1255E+00,      2.4557E+03,      5.1667E+01,      2.0100E+02,      2.7463E+03,      8.4667E+00       
1.0000E-02,      4.7500E-01,      2.7000E-03,      7.8000E+00,      1.0823E+00,      2.3631E+03,      5.1333E+01,      1.9647E+02,      2.6813E+03,      6.8000E+00       
1.0000E-02,      4.7500E-01,      2.8000E-03,      7.2000E+00,      1.6562E+00,      2.1488E+03,      7.5400E+01,      1.9913E+02,      2.4268E+03,      6.0667E+00       
1.0000E-02,      4.7500E-01,      2.9000E-03,      6.5333E+00,      1.1872E+00,      2.0233E+03,      1.0620E+02,      1.9627E+02,      2.3117E+03,      5.4000E+00       
1.0000E-02,      4.7500E-01,      3.0000E-03,      6.7333E+00,      1.3870E+00,      2.0743E+03,      1.0493E+02,      1.9500E+02,      2.3671E+03,      6.1333E+00       
1.0000E-02,      4.7500E-01,      3.1000E-03,      6.7333E+00,      1.3345E+00,      2.0650E+03,      1.0580E+02,      1.9640E+02,      2.3641E+03,      7.6000E+00       
1.0000E-02,      4.7500E-01,      3.2000E-03,      6.6000E+00,      1.5492E+00,      2.0382E+03,      1.0447E+02,      1.9887E+02,      2.3316E+03,      5.4667E+00       
1.0000E-02,      4.7500E-01,      3.3000E-03,      6.2000E+00,      1.2649E+00,      1.9123E+03,      1.0680E+02,      2.0100E+02,      2.1747E+03,      5.1333E+00       
1.0000E-02,      4.7500E-01,      3.4000E-03,      6.6667E+00,      1.2910E+00,      2.1099E+03,      1.0247E+02,      2.0380E+02,      2.3855E+03,      5.4667E+00       
1.0000E-02,      4.7500E-01,      3.5000E-03,      6.4000E+00,      1.9198E+00,      2.0361E+03,      1.0660E+02,      1.9700E+02,      2.3163E+03,      5.9333E+00       
1.0000E-02,      4.7500E-01,      3.6000E-03,      6.2000E+00,      1.0823E+00,      1.9377E+03,      1.0900E+02,      2.0173E+02,      2.2069E+03,      5.4667E+00       
1.0000E-02,      4.7500E-01,      3.7000E-03,      6.9333E+00,      1.6242E+00,      2.1245E+03,      1.0580E+02,      2.0187E+02,      2.4249E+03,      6.0000E+00       
1.0000E-02,      4.7500E-01,      3.8000E-03,      6.4667E+00,      1.5055E+00,      2.0057E+03,      1.0607E+02,      2.0107E+02,      2.2837E+03,      5.1333E+00       
1.0000E-02,      4.7500E-01,      3.9000E-03,      7.0000E+00,      1.1339E+00,      2.2014E+03,      1.0393E+02,      2.0433E+02,      2.5207E+03,      5.8000E+00       
1.0000E-02,      4.7500E-01,      4.0000E-03,      7.0667E+00,      1.3870E+00,      2.1815E+03,      1.0347E+02,      2.0160E+02,      2.4864E+03,      7.4000E+00       
1.0000E-02,      5.0000E-01,      2.0000E-03,      7.3333E+00,      1.1127E+00,      2.3349E+03,      2.8133E+01,      1.9500E+02,      2.5860E+03,      5.8000E+00       
1.0000E-02,      5.0000E-01,      2.1000E-03,      6.4667E+00,      1.3020E+00,      2.1120E+03,      5.7533E+01,      1.9700E+02,      2.3626E+03,      6.4000E+00       
1.0000E-02,      5.0000E-01,      2.2000E-03,      6.4667E+00,      1.1872E+00,      2.1319E+03,      5.8533E+01,      2.0227E+02,      2.3594E+03,      6.0000E+00       
1.0000E-02,      5.0000E-01,      2.3000E-03,      6.9333E+00,      1.1629E+00,      2.2551E+03,      5.7267E+01,      2.0187E+02,      2.5151E+03,      8.6000E+00       
1.0000E-02,      5.0000E-01,      2.4000E-03,      6.6000E+00,      1.1212E+00,      2.1464E+03,      5.2600E+01,      2.0213E+02,      2.3846E+03,      6.2667E+00       
1.0000E-02,      5.0000E-01,      2.5000E-03,      6.9333E+00,      1.4376E+00,      2.2917E+03,      5.3133E+01,      2.0133E+02,      2.5618E+03,      7.4000E+00       
1.0000E-02,      5.0000E-01,      2.6000E-03,      7.1333E+00,      7.4322E-01,      2.3053E+03,      5.4800E+01,      2.0707E+02,      2.5803E+03,      5.5333E+00       
1.0000E-02,      5.0000E-01,      2.7000E-03,      6.8667E+00,      1.1872E+00,      2.1743E+03,      5.5467E+01,      1.9880E+02,      2.4251E+03,      6.6667E+00       
1.0000E-02,      5.0000E-01,      2.8000E-03,      6.0000E+00,      1.0690E+00,      1.8423E+03,      8.4467E+01,      2.0047E+02,      2.0836E+03,      5.0000E+00       
1.0000E-02,      5.0000E-01,      2.9000E-03,      4.9333E+00,      1.2228E+00,      1.7249E+03,      1.1387E+02,      1.9980E+02,      1.9344E+03,      4.0667E+00       
1.0000E-02,      5.0000E-01,      3.0000E-03,      5.2667E+00,      9.6115E-01,      1.7245E+03,      1.1060E+02,      2.0400E+02,      1.9403E+03,      4.0667E+00       
1.0000E-02,      5.0000E-01,      3.1000E-03,      5.6667E+00,      1.4475E+00,      1.8991E+03,      1.1073E+02,      2.0033E+02,      2.1441E+03,      4.2667E+00       
1.0000E-02,      5.0000E-01,      3.2000E-03,      5.6667E+00,      1.4475E+00,      1.8640E+03,      1.1047E+02,      2.0007E+02,      2.1120E+03,      4.2667E+00       
1.0000E-02,      5.0000E-01,      3.3000E-03,      5.6000E+00,      1.2984E+00,      1.9633E+03,      1.1527E+02,      2.0807E+02,      2.2025E+03,      5.1333E+00       
1.0000E-02,      5.0000E-01,      3.4000E-03,      5.5333E+00,      1.1255E+00,      1.8544E+03,      1.1780E+02,      2.0160E+02,      2.1014E+03,      5.2667E+00       
1.0000E-02,      5.0000E-01,      3.5000E-03,      5.5333E+00,      1.2459E+00,      1.7488E+03,      1.0987E+02,      1.9040E+02,      2.0071E+03,      5.0667E+00       
1.0000E-02,      5.0000E-01,      3.6000E-03,      5.6667E+00,      1.1127E+00,      1.9459E+03,      1.1220E+02,      1.9853E+02,      2.1970E+03,      4.6667E+00       
1.0000E-02,      5.0000E-01,      3.7000E-03,      5.2667E+00,      7.9881E-01,      1.7137E+03,      1.0707E+02,      1.9780E+02,      1.9396E+03,      4.0000E+00       
1.0000E-02,      5.0000E-01,      3.8000E-03,      4.8667E+00,      1.7265E+00,      1.6427E+03,      1.1547E+02,      2.0467E+02,      1.8410E+03,      2.7333E+00       
1.0000E-02,      5.0000E-01,      3.9000E-03,      4.6000E+00,      1.4041E+00,      1.5905E+03,      1.1693E+02,      1.9560E+02,      1.7907E+03,      3.3333E+00       
1.0000E-02,      5.0000E-01,      4.0000E-03,      5.5333E+00,      1.5523E+00,      1.7915E+03,      1.1213E+02,      2.0007E+02,      2.0440E+03,      4.9333E+00       
1.0000E-02,      5.2500E-01,      2.0000E-03,      6.0000E+00,      9.2582E-01,      2.0329E+03,      2.8067E+01,      2.0747E+02,      2.2237E+03,      5.0667E+00       
1.0000E-02,      5.2500E-01,      2.1000E-03,      5.5333E+00,      1.1872E+00,      2.0085E+03,      6.1467E+01,      2.0233E+02,      2.2019E+03,      5.4667E+00       
1.0000E-02,      5.2500E-01,      2.2000E-03,      5.3333E+00,      1.1127E+00,      1.7791E+03,      5.8533E+01,      2.0347E+02,      1.9501E+03,      4.0667E+00       
1.0000E-02,      5.2500E-01,      2.3000E-03,      5.9333E+00,      1.4376E+00,      2.0141E+03,      5.9933E+01,      1.9773E+02,      2.2318E+03,      5.7333E+00       
1.0000E-02,      5.2500E-01,      2.4000E-03,      6.3333E+00,      1.3452E+00,      2.1817E+03,      5.8600E+01,      2.0000E+02,      2.4236E+03,      6.3333E+00       
1.0000E-02,      5.2500E-01,      2.5000E-03,      6.2000E+00,      1.4243E+00,      2.1262E+03,      5.6667E+01,      2.0320E+02,      2.3616E+03,      5.7333E+00       
1.0000E-02,      5.2500E-01,      2.6000E-03,      5.7333E+00,      1.8696E+00,      1.9947E+03,      5.5533E+01,      1.9793E+02,      2.2149E+03,      4.0000E+00       
1.0000E-02,      5.2500E-01,      2.7000E-03,      5.4000E+00,      1.2421E+00,      1.9507E+03,      6.0733E+01,      1.9860E+02,      2.1500E+03,      4.2667E+00       
1.0000E-02,      5.2500E-01,      2.8000E-03,      5.3333E+00,      1.3452E+00,      1.7668E+03,      8.5000E+01,      1.9920E+02,      1.9715E+03,      4.2000E+00       
1.0000E-02,      5.2500E-01,      2.9000E-03,      4.4667E+00,      9.9043E-01,      1.5477E+03,      1.1980E+02,      1.9887E+02,      1.7335E+03,      2.4667E+00       
1.0000E-02,      5.2500E-01,      3.0000E-03,      3.8667E+00,      1.4075E+00,      1.4246E+03,      1.2087E+02,      2.0233E+02,      1.5895E+03,      2.8667E+00       
1.0000E-02,      5.2500E-01,      3.1000E-03,      4.8667E+00,      1.8848E+00,      1.7554E+03,      1.1367E+02,      2.0167E+02,      1.9600E+03,      4.1333E+00       
1.0000E-02,      5.2500E-01,      3.2000E-03,      4.8667E+00,      1.1255E+00,      1.6655E+03,      1.1653E+02,      2.0887E+02,      1.8669E+03,      3.2667E+00       
1.0000E-02,      5.2500E-01,      3.3000E-03,      3.8000E+00,      1.7403E+00,      1.4318E+03,      1.2240E+02,      1.9487E+02,      1.5989E+03,      3.2000E+00       
1.0000E-02,      5.2500E-01,      3.4000E-03,      3.5333E+00,      1.6847E+00,      1.2578E+03,      1.2067E+02,      1.9813E+02,      1.4038E+03,      1.8667E+00       
1.0000E-02,      5.2500E-01,      3.5000E-03,      4.2000E+00,      1.0823E+00,      1.5250E+03,      1.1387E+02,      2.0213E+02,      1.6958E+03,      3.4667E+00       
1.0000E-02,      5.2500E-01,      3.6000E-03,      4.1333E+00,      1.2459E+00,      1.5745E+03,      1.2013E+02,      1.9980E+02,      1.7575E+03,      3.0667E+00       
1.0000E-02,      5.2500E-01,      3.7000E-03,      4.4000E+00,      1.3522E+00,      1.4833E+03,      1.1527E+02,      1.9793E+02,      1.6615E+03,      3.4000E+00       
1.0000E-02,      5.2500E-01,      3.8000E-03,      4.4000E+00,      1.5492E+00,      1.6088E+03,      1.1973E+02,      2.0247E+02,      1.8067E+03,      3.0000E+00       
1.0000E-02,      5.2500E-01,      3.9000E-03,      3.8000E+00,      1.4736E+00,      1.3645E+03,      1.2200E+02,      2.0013E+02,      1.5304E+03,      2.4667E+00       
1.0000E-02,      5.2500E-01,      4.0000E-03,      4.3333E+00,      9.7590E-01,      1.4881E+03,      1.2113E+02,      1.9600E+02,      1.6857E+03,      2.5333E+00       
1.0000E-02,      5.5000E-01,      2.0000E-03,      5.6000E+00,      9.1026E-01,      2.0490E+03,      2.7533E+01,      1.9687E+02,      2.2192E+03,      5.1333E+00       
1.0000E-02,      5.5000E-01,      2.1000E-03,      4.7333E+00,      1.4376E+00,      1.7410E+03,      6.0400E+01,      1.9633E+02,      1.9138E+03,      4.1333E+00       
1.0000E-02,      5.5000E-01,      2.2000E-03,      4.6667E+00,      8.9974E-01,      1.7581E+03,      6.1200E+01,      1.9547E+02,      1.9172E+03,      4.6667E+00       
1.0000E-02,      5.5000E-01,      2.3000E-03,      4.2000E+00,      1.1464E+00,      1.6591E+03,      6.3000E+01,      1.9960E+02,      1.8088E+03,      3.4000E+00       
1.0000E-02,      5.5000E-01,      2.4000E-03,      5.0667E+00,      1.1629E+00,      1.8279E+03,      6.1867E+01,      2.0047E+02,      2.0085E+03,      5.0667E+00       
1.0000E-02,      5.5000E-01,      2.5000E-03,      5.4667E+00,      9.1548E-01,      1.9337E+03,      5.8067E+01,      1.9927E+02,      2.1360E+03,      3.6667E+00       
1.0000E-02,      5.5000E-01,      2.6000E-03,      4.6000E+00,      1.1832E+00,      1.7291E+03,      6.5267E+01,      2.0120E+02,      1.8804E+03,      3.8667E+00       
1.0000E-02,      5.5000E-01,      2.7000E-03,      4.8000E+00,      1.2071E+00,      1.8072E+03,      6.2733E+01,      1.9887E+02,      1.9781E+03,      4.5333E+00       
1.0000E-02,      5.5000E-01,      2.8000E-03,      3.8667E+00,      9.9043E-01,      1.4249E+03,      9.0000E+01,      1.9927E+02,      1.5692E+03,      2.7333E+00       
1.0000E-02,      5.5000E-01,      2.9000E-03,      3.0000E+00,      1.0000E+00,      1.2440E+03,      1.2987E+02,      2.0207E+02,      1.3684E+03,      1.6667E+00       
1.0000E-02,      5.5000E-01,      3.0000E-03,      3.2000E+00,      1.2071E+00,      1.2839E+03,      1.2400E+02,      2.0180E+02,      1.4239E+03,      2.5333E+00       
1.0000E-02,      5.5000E-01,      3.1000E-03,      3.0667E+00,      1.3345E+00,      1.1827E+03,      1.2867E+02,      1.9593E+02,      1.3222E+03,      1.4000E+00       
1.0000E-02,      5.5000E-01,      3.2000E-03,      3.3333E+00,      1.3452E+00,      1.4121E+03,      1.2087E+02,      1.9453E+02,      1.5571E+03,      2.6667E+00       
1.0000E-02,      5.5000E-01,      3.3000E-03,      3.0667E+00,      1.2799E+00,      1.2889E+03,      1.2480E+02,      1.9627E+02,      1.4149E+03,      2.2000E+00       
1.0000E-02,      5.5000E-01,      3.4000E-03,      3.6000E+00,      1.1832E+00,      1.3408E+03,      1.2513E+02,      1.9900E+02,      1.4967E+03,      2.2000E+00       
1.0000E-02,      5.5000E-01,      3.5000E-03,      3.4667E+00,      1.6417E+00,      1.3237E+03,      1.2633E+02,      2.0067E+02,      1.4793E+03,      1.4667E+00       
1.0000E-02,      5.5000E-01,      3.6000E-03,      3.9333E+00,      1.3870E+00,      1.5100E+03,      1.1900E+02,      1.9867E+02,      1.6929E+03,      2.0000E+00       
1.0000E-02,      5.5000E-01,      3.7000E-03,      3.0667E+00,      1.1629E+00,      1.2228E+03,      1.2787E+02,      1.9953E+02,      1.3532E+03,      2.6000E+00       
1.0000E-02,      5.5000E-01,      3.8000E-03,      3.6667E+00,      1.4960E+00,      1.2648E+03,      1.2620E+02,      2.0640E+02,      1.4133E+03,      2.0000E+00       
1.0000E-02,      5.5000E-01,      3.9000E-03,      2.6000E+00,      1.1832E+00,      1.1457E+03,      1.2700E+02,      1.9760E+02,      1.2553E+03,      1.4000E+00       
1.0000E-02,      5.5000E-01,      4.0000E-03,      3.6667E+00,      1.2910E+00,      1.4567E+03,      1.2567E+02,      2.0360E+02,      1.6125E+03,      2.8000E+00       
1.0000E-02,      5.7500E-01,      2.0000E-03,      5.0000E+00,      7.5593E-01,      1.8563E+03,      2.9800E+01,      1.9547E+02,      2.0165E+03,      4.2667E+00       
1.0000E-02,      5.7500E-01,      2.1000E-03,      3.8000E+00,      1.6125E+00,      1.5562E+03,      6.5667E+01,      1.9960E+02,      1.6720E+03,      3.4667E+00       
1.0000E-02,      5.7500E-01,      2.2000E-03,      4.5333E+00,      1.1255E+00,      1.7137E+03,      6.5733E+01,      2.0467E+02,      1.8718E+03,      3.3333E+00       
1.0000E-02,      5.7500E-01,      2.3000E-03,      4.3333E+00,      1.0465E+00,      1.6088E+03,      6.4533E+01,      2.0267E+02,      1.7595E+03,      3.8000E+00       
1.0000E-02,      5.7500E-01,      2.4000E-03,      4.2667E+00,      1.1629E+00,      1.6163E+03,      6.8000E+01,      2.0453E+02,      1.7722E+03,      3.1333E+00       
1.0000E-02,      5.7500E-01,      2.5000E-03,      4.2000E+00,      1.3732E+00,      1.6555E+03,      6.5800E+01,      2.0233E+02,      1.7892E+03,      3.3333E+00       
1.0000E-02,      5.7500E-01,      2.6000E-03,      3.6667E+00,      1.1127E+00,      1.6140E+03,      6.6467E+01,      1.9440E+02,      1.7330E+03,      3.3333E+00       
