#tau,            K*,              det_rate,        thickness,       thick_stDev,     n_deaths,        n_detachments,   n_immigrations,  n_replications,  n_tau_halves     
2.0000E-01,      4.2500E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      6.8213E+02,      1.7333E+01,      1.0507E+02,      1.2829E+03,      1.1500E+02       
2.0000E-01,      4.2500E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      6.9200E+02,      1.9067E+01,      1.1013E+02,      1.2902E+03,      1.1147E+02       
2.0000E-01,      4.2500E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      7.2733E+02,      1.9533E+01,      1.1100E+02,      1.3234E+03,      1.2413E+02       
2.0000E-01,      4.2500E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      7.2660E+02,      1.8933E+01,      1.0827E+02,      1.3304E+03,      1.2467E+02       
2.0000E-01,      4.5000E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      7.6000E+02,      1.0467E+01,      1.1027E+02,      1.3585E+03,      1.2620E+02       
2.0000E-01,      4.5000E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      7.2640E+02,      1.1333E+01,      1.0980E+02,      1.3306E+03,      1.1987E+02       
2.0000E-01,      4.5000E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      7.3060E+02,      1.0333E+01,      1.0953E+02,      1.3242E+03,      1.2020E+02       
2.0000E-01,      4.5000E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      7.3800E+02,      1.0333E+01,      1.0887E+02,      1.3393E+03,      1.2747E+02       
2.0000E-01,      4.5000E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      7.4460E+02,      1.0733E+01,      1.1280E+02,      1.3347E+03,      1.2740E+02       
2.0000E-01,      4.5000E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      7.7673E+02,      1.1067E+01,      1.1313E+02,      1.3812E+03,      1.3887E+02       
2.0000E-01,      4.5000E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      7.5273E+02,      1.4200E+01,      1.1060E+02,      1.3516E+03,      1.2340E+02       
2.0000E-01,      4.5000E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      7.5680E+02,      1.3467E+01,      1.1340E+02,      1.3638E+03,      1.3007E+02       
2.0000E-01,      4.5000E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      7.6647E+02,      1.5400E+01,      1.1240E+02,      1.3668E+03,      1.2653E+02       
2.0000E-01,      4.5000E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      7.8180E+02,      1.7267E+01,      1.1300E+02,      1.3909E+03,      1.2627E+02       
2.0000E-01,      4.5000E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      8.1653E+02,      1.7267E+01,      1.1493E+02,      1.4262E+03,      1.3480E+02       
2.0000E-01,      4.5000E-01,      3.1000E-03,      9.0000E+00,      0.0000E+00,      8.0733E+02,      1.9867E+01,      1.1273E+02,      1.4225E+03,      1.3193E+02       
2.0000E-01,      4.5000E-01,      3.2000E-03,      9.0000E+00,      0.0000E+00,      7.9940E+02,      2.2467E+01,      1.1200E+02,      1.4097E+03,      1.3460E+02       
2.0000E-01,      4.5000E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      7.5273E+02,      1.9333E+01,      1.1320E+02,      1.3577E+03,      1.2580E+02       
2.0000E-01,      4.5000E-01,      3.4000E-03,      9.0000E+00,      0.0000E+00,      7.5913E+02,      2.1733E+01,      1.1600E+02,      1.3661E+03,      1.3433E+02       
2.0000E-01,      4.5000E-01,      3.5000E-03,      9.0000E+00,      0.0000E+00,      7.8827E+02,      1.9133E+01,      1.0760E+02,      1.4039E+03,      1.3593E+02       
2.0000E-01,      4.5000E-01,      3.6000E-03,      9.0000E+00,      0.0000E+00,      7.2340E+02,      1.7467E+01,      1.0873E+02,      1.3203E+03,      1.2080E+02       
2.0000E-01,      4.5000E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      7.4393E+02,      2.0733E+01,      1.1007E+02,      1.3568E+03,      1.2393E+02       
2.0000E-01,      4.5000E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      7.5847E+02,      2.1400E+01,      1.1213E+02,      1.3629E+03,      1.2860E+02       
2.0000E-01,      4.5000E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      7.9327E+02,      2.1400E+01,      1.1853E+02,      1.4075E+03,      1.3127E+02       
2.0000E-01,      4.5000E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      7.8827E+02,      2.0867E+01,      1.1673E+02,      1.4017E+03,      1.3893E+02       
2.0000E-01,      4.7500E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      8.2080E+02,      1.2200E+01,      1.1613E+02,      1.4295E+03,      1.4240E+02       
2.0000E-01,      4.7500E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      8.1387E+02,      1.1067E+01,      1.1800E+02,      1.4262E+03,      1.3707E+02       
2.0000E-01,      4.7500E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      8.3073E+02,      1.2000E+01,      1.2060E+02,      1.4379E+03,      1.3940E+02       
2.0000E-01,      4.7500E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      8.4887E+02,      1.2267E+01,      1.2053E+02,      1.4588E+03,      1.3867E+02       
2.0000E-01,      4.7500E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      8.1227E+02,      1.1933E+01,      1.1733E+02,      1.4208E+03,      1.3680E+02       
2.0000E-01,      4.7500E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      7.6973E+02,      1.1667E+01,      1.1907E+02,      1.3804E+03,      1.2853E+02       
2.0000E-01,      4.7500E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      8.2327E+02,      1.5200E+01,      1.1867E+02,      1.4301E+03,      1.3620E+02       
2.0000E-01,      4.7500E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      8.1180E+02,      1.4667E+01,      1.1680E+02,      1.4326E+03,      1.3960E+02       
2.0000E-01,      4.7500E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      7.8627E+02,      1.5600E+01,      1.1753E+02,      1.3994E+03,      1.3307E+02       
2.0000E-01,      4.7500E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      8.5460E+02,      2.1067E+01,      1.2100E+02,      1.4773E+03,      1.4220E+02       
2.0000E-01,      4.7500E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      8.3993E+02,      1.9000E+01,      1.2300E+02,      1.4507E+03,      1.3887E+02       
2.0000E-01,      4.7500E-01,      3.1000E-03,      9.0000E+00,      0.0000E+00,      8.3280E+02,      2.0867E+01,      1.2093E+02,      1.4379E+03,      1.3767E+02       
2.0000E-01,      4.7500E-01,      3.2000E-03,      9.0000E+00,      0.0000E+00,      8.2947E+02,      2.0667E+01,      1.1733E+02,      1.4567E+03,      1.4240E+02       
2.0000E-01,      4.7500E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      8.1573E+02,      2.2733E+01,      1.1507E+02,      1.4328E+03,      1.3573E+02       
2.0000E-01,      4.7500E-01,      3.4000E-03,      9.0000E+00,      0.0000E+00,      8.7960E+02,      2.3667E+01,      1.2307E+02,      1.4978E+03,      1.4720E+02       
2.0000E-01,      4.7500E-01,      3.5000E-03,      9.0000E+00,      0.0000E+00,      8.3940E+02,      2.2067E+01,      1.2313E+02,      1.4509E+03,      1.3700E+02       
2.0000E-01,      4.7500E-01,      3.6000E-03,      9.0000E+00,      0.0000E+00,      8.3267E+02,      2.2067E+01,      1.1727E+02,      1.4532E+03,      1.3973E+02       
2.0000E-01,      4.7500E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      8.2320E+02,      2.2733E+01,      1.2380E+02,      1.4347E+03,      1.3753E+02       
2.0000E-01,      4.7500E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      8.4107E+02,      2.5267E+01,      1.1953E+02,      1.4618E+03,      1.4240E+02       
2.0000E-01,      4.7500E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      8.0987E+02,      2.2933E+01,      1.1800E+02,      1.4299E+03,      1.3693E+02       
2.0000E-01,      4.7500E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      8.4693E+02,      2.6533E+01,      1.2380E+02,      1.4653E+03,      1.4300E+02       
2.0000E-01,      5.0000E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      8.8680E+02,      1.4067E+01,      1.2380E+02,      1.5107E+03,      1.5373E+02       
2.0000E-01,      5.0000E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      8.8953E+02,      1.5733E+01,      1.1860E+02,      1.5083E+03,      1.4907E+02       
2.0000E-01,      5.0000E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      8.3540E+02,      1.3067E+01,      1.2747E+02,      1.4355E+03,      1.3420E+02       
2.0000E-01,      5.0000E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      8.4327E+02,      1.4333E+01,      1.2187E+02,      1.4500E+03,      1.4620E+02       
2.0000E-01,      5.0000E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      8.7100E+02,      1.2733E+01,      1.2020E+02,      1.4841E+03,      1.4573E+02       
2.0000E-01,      5.0000E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      8.8720E+02,      1.3800E+01,      1.2353E+02,      1.4985E+03,      1.4293E+02       
2.0000E-01,      5.0000E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      8.5273E+02,      1.9867E+01,      1.2193E+02,      1.4677E+03,      1.4667E+02       
2.0000E-01,      5.0000E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      8.8793E+02,      1.7600E+01,      1.2113E+02,      1.5009E+03,      1.4787E+02       
2.0000E-01,      5.0000E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      8.9287E+02,      1.8867E+01,      1.2300E+02,      1.5123E+03,      1.4700E+02       
2.0000E-01,      5.0000E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      8.7900E+02,      1.9467E+01,      1.2253E+02,      1.5040E+03,      1.4227E+02       
2.0000E-01,      5.0000E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      9.0940E+02,      2.3933E+01,      1.2580E+02,      1.5268E+03,      1.5247E+02       
2.0000E-01,      5.0000E-01,      3.1000E-03,      9.0000E+00,      0.0000E+00,      9.2360E+02,      2.7333E+01,      1.3007E+02,      1.5451E+03,      1.4807E+02       
2.0000E-01,      5.0000E-01,      3.2000E-03,      9.0000E+00,      0.0000E+00,      8.7533E+02,      2.4200E+01,      1.1573E+02,      1.5023E+03,      1.5240E+02       
2.0000E-01,      5.0000E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      8.5733E+02,      2.4000E+01,      1.2453E+02,      1.4848E+03,      1.3733E+02       
2.0000E-01,      5.0000E-01,      3.4000E-03,      9.0000E+00,      0.0000E+00,      8.6940E+02,      2.5667E+01,      1.2093E+02,      1.4939E+03,      1.4460E+02       
2.0000E-01,      5.0000E-01,      3.5000E-03,      9.0000E+00,      0.0000E+00,      9.0320E+02,      2.4867E+01,      1.1880E+02,      1.5321E+03,      1.5140E+02       
2.0000E-01,      5.0000E-01,      3.6000E-03,      9.0000E+00,      0.0000E+00,      8.8007E+02,      2.5800E+01,      1.2253E+02,      1.5003E+03,      1.4953E+02       
2.0000E-01,      5.0000E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      9.2553E+02,      2.4800E+01,      1.3120E+02,      1.5439E+03,      1.5007E+02       
2.0000E-01,      5.0000E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      9.0440E+02,      2.4867E+01,      1.2747E+02,      1.5266E+03,      1.5947E+02       
2.0000E-01,      5.0000E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      9.1580E+02,      2.2667E+01,      1.2613E+02,      1.5437E+03,      1.4853E+02       
2.0000E-01,      5.0000E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      8.8100E+02,      2.5067E+01,      1.2200E+02,      1.5063E+03,      1.4460E+02       
2.0000E-01,      5.2500E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      9.3133E+02,      1.4000E+01,      1.2820E+02,      1.5543E+03,      1.5833E+02       
2.0000E-01,      5.2500E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      9.0200E+02,      1.3733E+01,      1.2827E+02,      1.5183E+03,      1.5020E+02       
2.0000E-01,      5.2500E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      9.2960E+02,      1.4000E+01,      1.2767E+02,      1.5457E+03,      1.6013E+02       
2.0000E-01,      5.2500E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      8.9993E+02,      1.2733E+01,      1.2340E+02,      1.5123E+03,      1.4993E+02       
2.0000E-01,      5.2500E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      9.3060E+02,      1.4733E+01,      1.2273E+02,      1.5528E+03,      1.4867E+02       
2.0000E-01,      5.2500E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      9.1427E+02,      1.4733E+01,      1.2567E+02,      1.5218E+03,      1.5407E+02       
2.0000E-01,      5.2500E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      9.4220E+02,      1.9667E+01,      1.2727E+02,      1.5776E+03,      1.6087E+02       
2.0000E-01,      5.2500E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      9.3987E+02,      1.9533E+01,      1.2533E+02,      1.5649E+03,      1.6173E+02       
2.0000E-01,      5.2500E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      9.1233E+02,      2.3133E+01,      1.2840E+02,      1.5351E+03,      1.6127E+02       
2.0000E-01,      5.2500E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      9.4253E+02,      2.5467E+01,      1.3393E+02,      1.5767E+03,      1.6087E+02       
2.0000E-01,      5.2500E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      9.0387E+02,      2.3200E+01,      1.2813E+02,      1.5244E+03,      1.5300E+02       
2.0000E-01,      5.2500E-01,      3.1000E-03,      9.0000E+00,      0.0000E+00,      9.6000E+02,      2.6600E+01,      1.2927E+02,      1.5855E+03,      1.5967E+02       
2.0000E-01,      5.2500E-01,      3.2000E-03,      9.0000E+00,      0.0000E+00,      9.8413E+02,      2.7800E+01,      1.2833E+02,      1.6066E+03,      1.6653E+02       
2.0000E-01,      5.2500E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      9.0367E+02,      2.3533E+01,      1.2360E+02,      1.5395E+03,      1.5413E+02       
2.0000E-01,      5.2500E-01,      3.4000E-03,      9.0000E+00,      0.0000E+00,      9.3760E+02,      2.8800E+01,      1.2933E+02,      1.5622E+03,      1.5253E+02       
2.0000E-01,      5.2500E-01,      3.5000E-03,      9.0000E+00,      0.0000E+00,      9.3980E+02,      2.8600E+01,      1.3220E+02,      1.5664E+03,      1.6453E+02       
2.0000E-01,      5.2500E-01,      3.6000E-03,      9.0000E+00,      0.0000E+00,      9.6613E+02,      2.8067E+01,      1.3020E+02,      1.5924E+03,      1.6280E+02       
2.0000E-01,      5.2500E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      9.4267E+02,      2.7267E+01,      1.3293E+02,      1.5693E+03,      1.5600E+02       
2.0000E-01,      5.2500E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      9.6193E+02,      2.8867E+01,      1.3420E+02,      1.5970E+03,      1.5553E+02       
2.0000E-01,      5.2500E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      9.6233E+02,      2.9467E+01,      1.2727E+02,      1.5864E+03,      1.6500E+02       
2.0000E-01,      5.2500E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      9.6027E+02,      2.8133E+01,      1.3380E+02,      1.5914E+03,      1.6453E+02       
2.0000E-01,      5.5000E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      9.8847E+02,      1.6733E+01,      1.3493E+02,      1.6155E+03,      1.6833E+02       
2.0000E-01,      5.5000E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      9.5493E+02,      1.7267E+01,      1.3127E+02,      1.5785E+03,      1.6113E+02       
2.0000E-01,      5.5000E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      9.7740E+02,      1.5800E+01,      1.2927E+02,      1.6073E+03,      1.6880E+02       
2.0000E-01,      5.5000E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      1.0194E+03,      1.4733E+01,      1.3400E+02,      1.6459E+03,      1.6900E+02       
2.0000E-01,      5.5000E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      1.0142E+03,      2.0267E+01,      1.3433E+02,      1.6366E+03,      1.7233E+02       
2.0000E-01,      5.5000E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      1.0107E+03,      1.6000E+01,      1.3607E+02,      1.6391E+03,      1.7100E+02       
2.0000E-01,      5.5000E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      1.0079E+03,      2.0600E+01,      1.3093E+02,      1.6444E+03,      1.7273E+02       
2.0000E-01,      5.5000E-01,      2.7000E-03,      9.0000E+00,      0.0000E+00,      1.0085E+03,      2.1067E+01,      1.3367E+02,      1.6377E+03,      1.6740E+02       
2.0000E-01,      5.5000E-01,      2.8000E-03,      9.0000E+00,      0.0000E+00,      1.0147E+03,      2.4133E+01,      1.3433E+02,      1.6417E+03,      1.6920E+02       
2.0000E-01,      5.5000E-01,      2.9000E-03,      9.0000E+00,      0.0000E+00,      9.9233E+02,      2.7533E+01,      1.2733E+02,      1.6319E+03,      1.6580E+02       
2.0000E-01,      5.5000E-01,      3.0000E-03,      9.0000E+00,      0.0000E+00,      1.0289E+03,      2.7067E+01,      1.3533E+02,      1.6673E+03,      1.7333E+02       
2.0000E-01,      5.5000E-01,      3.1000E-03,      9.0000E+00,      0.0000E+00,      9.9233E+02,      3.2000E+01,      1.3547E+02,      1.6273E+03,      1.5947E+02       
2.0000E-01,      5.5000E-01,      3.2000E-03,      9.0000E+00,      0.0000E+00,      9.8353E+02,      3.2067E+01,      1.3560E+02,      1.6245E+03,      1.6133E+02       
2.0000E-01,      5.5000E-01,      3.3000E-03,      9.0000E+00,      0.0000E+00,      1.0290E+03,      3.2333E+01,      1.3573E+02,      1.6649E+03,      1.7273E+02       
2.0000E-01,      5.5000E-01,      3.4000E-03,      9.0000E+00,      0.0000E+00,      1.0340E+03,      3.0800E+01,      1.3827E+02,      1.6684E+03,      1.7287E+02       
2.0000E-01,      5.5000E-01,      3.5000E-03,      9.0000E+00,      0.0000E+00,      1.0463E+03,      3.3800E+01,      1.4013E+02,      1.6819E+03,      1.8133E+02       
2.0000E-01,      5.5000E-01,      3.6000E-03,      9.0000E+00,      0.0000E+00,      1.0780E+03,      3.0467E+01,      1.3780E+02,      1.7107E+03,      1.7460E+02       
2.0000E-01,      5.5000E-01,      3.7000E-03,      9.0000E+00,      0.0000E+00,      9.7527E+02,      3.0200E+01,      1.3173E+02,      1.6216E+03,      1.6040E+02       
2.0000E-01,      5.5000E-01,      3.8000E-03,      9.0000E+00,      0.0000E+00,      1.0343E+03,      3.1000E+01,      1.3253E+02,      1.6687E+03,      1.7640E+02       
2.0000E-01,      5.5000E-01,      3.9000E-03,      9.0000E+00,      0.0000E+00,      1.0331E+03,      2.9067E+01,      1.3800E+02,      1.6652E+03,      1.7453E+02       
2.0000E-01,      5.5000E-01,      4.0000E-03,      9.0000E+00,      0.0000E+00,      1.0160E+03,      3.0733E+01,      1.3993E+02,      1.6389E+03,      1.6753E+02       
2.0000E-01,      5.7500E-01,      2.0000E-03,      9.0000E+00,      0.0000E+00,      1.0725E+03,      1.8667E+01,      1.3707E+02,      1.7020E+03,      1.7687E+02       
2.0000E-01,      5.7500E-01,      2.1000E-03,      9.0000E+00,      0.0000E+00,      1.0397E+03,      1.6933E+01,      1.3653E+02,      1.6752E+03,      1.7287E+02       
2.0000E-01,      5.7500E-01,      2.2000E-03,      9.0000E+00,      0.0000E+00,      1.0773E+03,      1.8467E+01,      1.4300E+02,      1.6996E+03,      1.7927E+02       
2.0000E-01,      5.7500E-01,      2.3000E-03,      9.0000E+00,      0.0000E+00,      1.0498E+03,      1.8000E+01,      1.4427E+02,      1.6696E+03,      1.7807E+02       
2.0000E-01,      5.7500E-01,      2.4000E-03,      9.0000E+00,      0.0000E+00,      1.0973E+03,      1.6533E+01,      1.4100E+02,      1.7207E+03,      1.8173E+02       
2.0000E-01,      5.7500E-01,      2.5000E-03,      9.0000E+00,      0.0000E+00,      1.0459E+03,      1.8133E+01,      1.4020E+02,      1.6719E+03,      1.7620E+02       
2.0000E-01,      5.7500E-01,      2.6000E-03,      9.0000E+00,      0.0000E+00,      1.0295E+03,      1.8867E+01,      1.3887E+02,      1.6574E+03,      1.7447E+02       
