0.0515, 5.8000, 2.7067, 601.0500, 304.5863
0.0515, 7.4000, 2.8172, 809.8500, 338.4557
0.0515, 6.9000, 3.1439, 750.0500, 370.9020
0.0515, 5.3500, 3.5285, 552.7500, 407.9698
0.0515, 6.0500, 3.2032, 635.2500, 364.3949
0.0515, 5.0500, 3.5165, 525.8000, 405.4398
0.0516, 5.1500, 3.2489, 534.6500, 377.6693
0.0516, 5.2000, 3.2053, 531.1500, 375.7661
0.0516, 4.7500, 2.9536, 485.2500, 343.5194
0.0516, 5.1000, 2.8819, 534.6500, 331.2138
0.0516, 5.1500, 3.1999, 524.8500, 365.5641
0.0516, 5.9500, 3.3003, 629.8000, 372.3121
0.0516, 4.0000, 3.4028, 413.4500, 395.2211
0.0516, 4.0000, 3.3403, 402.1500, 383.8067
0.0516, 3.7500, 2.6926, 375.3000, 298.1577
0.0516, 3.5500, 2.7810, 356.5000, 316.6600
0.0516, 3.0500, 2.8741, 293.6000, 327.1702
0.0516, 2.9000, 2.9001, 270.4000, 316.8879
0.0517, 3.5000, 2.7815, 351.2000, 314.8217
0.0517, 2.6500, 2.5397, 240.2500, 295.6680
0.0517, 2.3500, 2.8149, 210.2000, 313.1883
0.0517, 3.3000, 2.7928, 332.1500, 325.4518
0.0517, 2.7500, 2.8814, 260.6500, 324.7208
0.0517, 2.1000, 2.1981, 186.6500, 247.4202
0.0517, 1.9000, 2.2219, 165.8000, 263.4671
