0.0100, 13.8500, 0.9881, 1556.9000, 106.4563
0.0135, 10.6000, 1.7290, 1187.3000, 203.6416
0.0170, 10.2500, 1.6504, 1144.0500, 204.2368
0.0205, 10.3500, 1.4244, 1160.6500, 171.4855
0.0240, 10.6000, 1.6983, 1186.1500, 187.1071
0.0275, 10.7000, 1.4903, 1185.6500, 171.4978
0.0310, 10.3500, 1.3485, 1148.3500, 161.0362
0.0345, 9.9500, 1.6376, 1108.0500, 188.0880
0.0380, 10.2000, 2.1423, 1135.7500, 243.4567
0.0415, 11.0000, 1.2140, 1229.5000, 131.1197
0.0450, 9.7500, 2.3592, 1091.6000, 284.3333
0.0485, 10.8000, 1.1965, 1199.2000, 137.3622
0.0520, 2.3500, 2.4554, 211.5000, 275.2106
0.0555, 1.0000, 0.0000, 49.6500, 5.3732
0.0590, 1.0000, 0.0000, 42.1500, 5.9052
0.0625, 1.0000, 0.0000, 35.9000, 5.7482
0.0660, 1.0000, 0.0000, 36.8500, 4.1962
0.0695, 1.0000, 0.0000, 37.6000, 4.7061
0.0730, 1.0000, 0.0000, 37.0000, 9.3133
0.0765, 1.0000, 0.0000, 39.4500, 6.9848
0.0800, 1.0000, 0.0000, 39.2500, 6.2144
