#bf edge,        n_deaths,        n_detachments,   n_immigrations,  n_replications,  
0,               1137,            3379,            1413,            3141             
0,               1109,            3409,            1382,            3172             
0,               1072,            3910,            1358,            3662             
0,               1145,            3922,            1415,            3708             
0,               1067,            3681,            1350,            3437             
0,               1118,            4014,            1431,            3741             
0,               1080,            3956,            1376,            3693             
0,               1069,            2734,            1353,            2479             
0,               1063,            3559,            1377,            3291             
0,               1136,            3330,            1421,            3079             
0,               1136,            3976,            1453,            3700             
0,               1033,            3557,            1313,            3310             
0,               1112,            3764,            1402,            3514             
0,               1115,            3578,            1403,            3331             
0,               1113,            3937,            1422,            3658             
0,               1141,            2673,            1456,            2385             
0,               1032,            2722,            1313,            2478             
0,               1068,            3056,            1373,            2783             
0,               1112,            2341,            1379,            2104             
0,               1080,            3940,            1396,            3667             
0,               1115,            3400,            1403,            3153             
0,               1059,            3427,            1347,            3171             
0,               1051,            3460,            1354,            3201             
0,               1077,            3915,            1371,            3658             
0,               1123,            3104,            1413,            2852             
0,               1104,            3434,            1414,            3173             
0,               1064,            3479,            1355,            3231             
0,               1096,            3420,            1377,            3173             
0,               1080,            3563,            1390,            3296             
17,              3113,            4486,            1439,            8394             
0,               1103,            3795,            1388,            3544             
0,               1071,            3598,            1360,            3349             
0,               1056,            3711,            1358,            3448             
0,               1017,            2957,            1310,            2707             
0,               1131,            3258,            1416,            3016             
0,               1133,            3805,            1455,            3528             
0,               1121,            3765,            1445,            3478             
0,               1055,            3758,            1350,            3502             
0,               1058,            4226,            1330,            3991             
0,               1034,            3151,            1336,            2888             
0,               997,             3429,            1273,            3200             
0,               1114,            3996,            1394,            3754             
0,               1106,            4123,            1426,            3845             
0,               1020,            1011,            1328,            739              
0,               1185,            3820,            1488,            3562             
0,               1093,            3827,            1385,            3580             
0,               1106,            2983,            1392,            2736             
0,               1067,            3276,            1351,            3025             
0,               1122,            3934,            1445,            3636             
0,               1131,            2373,            1437,            2094             
0,               1042,            3698,            1323,            3441             
0,               1050,            3359,            1341,            3114             
0,               1124,            3061,            1425,            2789             
0,               1114,            2843,            1428,            2547             
0,               1091,            3404,            1349,            3181             
0,               1083,            4080,            1404,            3805             
0,               1097,            3598,            1339,            3407             
0,               1029,            3726,            1309,            3476             
0,               1087,            3640,            1395,            3370             
0,               1096,            3203,            1402,            2926             
0,               1102,            2891,            1400,            2621             
0,               1154,            4081,            1452,            3824             
0,               1041,            3753,            1342,            3496             
0,               1037,            3540,            1318,            3293             
0,               1097,            3328,            1389,            3073             
0,               1108,            4237,            1414,            3970             
0,               1066,            3266,            1381,            2993             
0,               1064,            3769,            1367,            3504             
0,               1117,            3622,            1405,            3372             
0,               1103,            3637,            1414,            3358             
0,               1043,            4130,            1336,            3865             
0,               1143,            3465,            1463,            3191             
0,               1115,            4348,            1382,            4122             
0,               1128,            3466,            1419,            3228             
0,               1073,            3737,            1381,            3475             
0,               1057,            3969,            1372,            3688             
0,               1137,            3927,            1460,            3642             
0,               1057,            3758,            1362,            3507             
0,               1132,            3656,            1446,            3382             
0,               1095,            3257,            1376,            3010             
0,               1091,            3479,            1358,            3261             
0,               1076,            3541,            1367,            3302             
0,               1073,            3101,            1387,            2812             
0,               1122,            3937,            1417,            3689             
0,               1084,            4115,            1389,            3855             
0,               1102,            3465,            1401,            3198             
0,               1096,            3805,            1385,            3563             
0,               1112,            2739,            1398,            2486             
0,               1124,            3716,            1419,            3454             
0,               1138,            4077,            1414,            3838             
0,               1085,            3971,            1386,            3709             
0,               1062,            3645,            1353,            3401             
0,               1091,            4268,            1396,            3994             
0,               1160,            3428,            1459,            3150             
0,               1139,            3524,            1412,            3288             
0,               1096,            3404,            1389,            3142             
