#run_ID,         bf thickness,    n_deaths,        n_detachments,   n_immigrations,  n_replications,  exit time        
148,             23,              92742,           492,             3472,            90940,           4200             
149,             49,              224467,          529,             3311,            224927,          4037             
150,             22,              101463,          524,             3410,            100023,          4200             
151,             47,              267133,          570,             3532,            267318,          4200             
152,             28,              113210,          461,             3529,            111933,          4200             
153,             41,              218138,          553,             3519,            217745,          4200             
154,             21,              86956,           530,             3461,            85297,           4200             
155,             26,              102318,          485,             3476,            101014,          4200             
156,             15,              63187,           495,             3542,            60893,           4200             
157,             17,              58051,           463,             3563,            55963,           4200             
158,             32,              135599,          522,             3491,            134804,          4200             
159,             0,               9375,            386,             3419,            6399,            4200             
160,             17,              55813,           512,             3493,            53872,           4200             
161,             43,              218076,          557,             3645,            217831,          4200             
162,             33,              160362,          560,             3497,            159848,          4200             
163,             32,              154832,          553,             3574,            154076,          4200             
164,             16,              56336,           477,             3542,            54241,           4200             
165,             34,              143098,          491,             3534,            142156,          4200             
166,             18,              70806,           570,             3506,            69021,           4200             
167,             5,               18863,           433,             3523,            16052,           4200             
168,             4,               28983,           447,             3540,            26077,           4200             
169,             42,              248293,          544,             3535,            248041,          4200             
170,             34,              181039,          578,             3537,            180585,          4200             
171,             24,              114438,          554,             3479,            113028,          4200             
172,             46,              250730,          559,             3397,            251062,          4200             
173,             32,              161266,          561,             3400,            160579,          4200             
174,             22,              81891,           523,             3496,            80052,           4200             
175,             4,               16994,           318,             3492,            14096,           4200             
176,             4,               23885,           466,             3533,            20996,           4200             
177,             16,              70241,           538,             3516,            68244,           4200             
178,             49,              267245,          516,             3197,            267735,          3781             
179,             11,              38207,           483,             3582,            35689,           4200             
180,             6,               37120,           475,             3472,            34434,           4200             
181,             36,              207931,          525,             3397,            207369,          4200             
182,             8,               35549,           455,             3418,            33093,           4200             
183,             36,              191779,          510,             3432,            191060,          4200             
184,             25,              109759,          529,             3465,            108421,          4200             
185,             32,              138886,          544,             3550,            137779,          4200             
186,             18,              64033,           516,             3500,            62222,           4200             
187,             22,              95825,           483,             3491,            94094,           4200             
188,             20,              65718,           462,             3540,            63922,           4200             
189,             12,              36071,           390,             3516,            33699,           4200             
190,             22,              101236,          532,             3533,            99548,           4200             
191,             22,              89591,           518,             3518,            87852,           4200             
192,             11,              55715,           470,             3382,            53377,           4200             
193,             14,              48699,           441,             3498,            46480,           4200             
194,             15,              39301,           411,             3615,            37071,           4200             
195,             28,              122885,          502,             3514,            121640,          4200             
196,             35,              176525,          594,             3507,            175989,          4200             
197,             10,              32961,           447,             3488,            30615,           4200             
198,             18,              73250,           556,             3643,            71572,           4200             
199,             15,              41892,           356,             3583,            39490,           4200             
