#run_ID,         bf thickness,    n_deaths,        n_detachments,   n_immigrations,  n_replications,  exit time        
0,               0,               3590,            75,              3563,            102,             4200             
1,               0,               4539,            165,             3568,            1152,            4200             
2,               0,               3681,            86,              3589,            206,             4200             
3,               0,               3860,            103,             3600,            363,             4200             
4,               0,               3463,            75,              3495,            41,              4200             
5,               0,               3580,            99,              3499,            178,             4200             
6,               0,               3621,            71,              3587,            102,             4200             
7,               0,               4050,            139,             3440,            747,             4200             
8,               0,               3466,            85,              3460,            89,              4200             
9,               0,               3467,            60,              3504,            21,              4200             
10,              0,               3598,            75,              3593,            78,              4200             
11,              0,               7273,            453,             3488,            4250,            4200             
12,              0,               3683,            101,             3538,            247,             4200             
13,              0,               3567,            81,              3482,            172,             4200             
14,              0,               3675,            82,              3572,            182,             4200             
15,              0,               3594,            83,              3554,            122,             4200             
16,              0,               4190,            129,             3548,            770,             4200             
17,              0,               3544,            90,              3431,            202,             4200             
18,              0,               7025,            402,             3473,            3981,            4200             
19,              0,               3620,            111,             3408,            320,             4200             
20,              0,               3610,            63,              3523,            148,             4200             
21,              0,               3551,            110,             3453,            208,             4200             
22,              0,               3751,            95,              3518,            323,             4200             
23,              0,               3491,            66,              3495,            58,              4200             
24,              0,               3515,            86,              3528,            71,              4200             
25,              0,               3525,            82,              3440,            167,             4200             
26,              0,               5381,            260,             3375,            2283,            4200             
27,              0,               3694,            93,              3507,            280,             4200             
28,              0,               3878,            107,             3512,            471,             4200             
29,              0,               3630,            106,             3362,            372,             4200             
30,              0,               3490,            74,              3498,            65,              4200             
31,              0,               3463,            90,              3501,            49,              4200             
32,              0,               4043,            143,             3542,            700,             4200             
33,              0,               3527,            83,              3498,            115,             4200             
34,              0,               4080,            166,             3521,            724,             4200             
35,              1,               6123,            311,             3471,            3031,            4200             
36,              0,               3614,            94,              3441,            267,             4200             
37,              0,               3524,            78,              3533,            69,              4200             
38,              0,               3584,            93,              3532,            142,             4200             
39,              0,               3442,            76,              3477,            36,              4200             
40,              0,               3493,            72,              3510,            52,              4200             
41,              0,               3511,            68,              3537,            39,              4200             
42,              0,               3504,            61,              3476,            90,              4200             
43,              0,               4138,            139,             3502,            774,             4200             
44,              0,               3493,            84,              3514,            60,              4200             
45,              0,               3552,            78,              3509,            118,             4200             
46,              0,               3445,            67,              3440,            75,              4200             
47,              0,               3710,            90,              3568,            238,             4200             
48,              0,               3498,            73,              3503,            69,              4200             
49,              0,               4305,            155,             3488,            975,             4200             
50,              0,               3553,            87,              3521,            119,             4200             
51,              0,               4697,            181,             3438,            1451,            4200             
52,              0,               3800,            113,             3566,            343,             4200             
53,              0,               3653,            73,              3571,            155,             4200             
54,              0,               3546,            78,              3561,            61,              4200             
55,              0,               4895,            208,             3401,            1715,            4200             
56,              0,               3481,            76,              3451,            102,             4200             
57,              0,               3471,            85,              3447,            112,             4200             
58,              0,               3555,            65,              3465,            152,             4200             
59,              0,               3669,            91,              3515,            245,             4200             
60,              0,               3508,            81,              3481,            104,             4200             
61,              0,               3396,            72,              3439,            26,              4200             
62,              0,               4322,            157,             3585,            905,             4200             
63,              0,               3548,            81,              3483,            142,             4200             
64,              0,               3455,            71,              3450,            72,              4200             
65,              0,               3576,            70,              3466,            179,             4200             
66,              0,               3598,            88,              3574,            111,             4200             
67,              0,               6779,            410,             3503,            3695,            4200             
68,              0,               5845,            284,             3471,            2677,            4200             
69,              0,               5497,            307,             3452,            2351,            4200             
70,              0,               3529,            63,              3488,            107,             4200             
71,              0,               3518,            75,              3511,            80,              4200             
72,              0,               3620,            76,              3545,            150,             4200             
73,              0,               3617,            99,              3481,            231,             4200             
74,              0,               5406,            254,             3449,            2238,            4200             
75,              0,               3548,            87,              3480,            152,             4200             
76,              0,               3504,            75,              3537,            41,              4200             
77,              0,               3442,            71,              3467,            46,              4200             
78,              0,               3537,            80,              3556,            59,              4200             
79,              1,               6818,            319,             3457,            3728,            4200             
80,              0,               3702,            69,              3592,            178,             4200             
81,              0,               5193,            252,             3559,            1887,            4200             
82,              4,               13997,           551,             3452,            11293,           4200             
83,              0,               3752,            118,             3458,            413,             4200             
84,              0,               3945,            124,             3538,            531,             4200             
85,              0,               3620,            96,              3491,            226,             4200             
86,              0,               3613,            83,              3564,            128,             4200             
87,              0,               3488,            85,              3504,            68,              4200             
88,              0,               3632,            103,             3329,            409,             4200             
89,              0,               3628,            102,             3508,            220,             4200             
90,              0,               3574,            90,              3411,            249,             4200             
91,              0,               4295,            138,             3560,            900,             4200             
92,              0,               3694,            90,              3563,            226,             4200             
93,              0,               4466,            168,             3448,            1189,            4200             
94,              0,               3592,            81,              3541,            156,             4200             
95,              0,               3539,            100,             3459,            180,             4200             
96,              0,               3716,            92,              3516,            291,             4200             
97,              0,               3574,            105,             3486,            213,             4200             
98,              0,               3565,            87,              3473,            177,             4200             
99,              0,               3573,            91,              3564,            99,              4200             
100,             0,               4855,            195,             3499,            1579,            4200             
101,             0,               3733,            113,             3510,            334,             4200             
102,             0,               3763,            91,              3592,            260,             4200             
103,             0,               3598,            78,              3460,            212,             4200             
104,             0,               3627,            82,              3533,            172,             4200             
105,             0,               3610,            104,             3447,            265,             4200             
106,             0,               3518,            69,              3549,            36,              4200             
107,             0,               3573,            100,             3517,            155,             4200             
108,             0,               3355,            83,              3383,            54,              4200             
109,             0,               3429,            73,              3482,            17,              4200             
