#run_ID,         bf thickness,    n_deaths,        n_detachments,   n_immigrations,  n_replications,  exit time        
0,               0,               2677,            8138,            3497,            7353,            4200             
1,               0,               2622,            9326,            3430,            8538,            4200             
2,               0,               2658,            7353,            3463,            6583,            4200             
3,               0,               2783,            5687,            3554,            4941,            4200             
4,               0,               2603,            8889,            3398,            8123,            4200             
5,               0,               2755,            8971,            3503,            8277,            4200             
6,               0,               2758,            8132,            3531,            7387,            4200             
7,               0,               2712,            8752,            3502,            7999,            4200             
8,               0,               2710,            9520,            3507,            8754,            4200             
9,               0,               2741,            7366,            3567,            6571,            4200             
10,              0,               2757,            7051,            3521,            6315,            4200             
11,              0,               2675,            6706,            3482,            5940,            4200             
12,              0,               2709,            8219,            3553,            7406,            4200             
13,              0,               2658,            7590,            3476,            6796,            4200             
14,              0,               2792,            9284,            3591,            8523,            4200             
15,              0,               2714,            9961,            3506,            9204,            4200             
16,              0,               2658,            6429,            3404,            5715,            4200             
17,              0,               2659,            7705,            3466,            6932,            4200             
18,              0,               2775,            8280,            3577,            7515,            4200             
19,              0,               2720,            8901,            3530,            8126,            4200             
20,              0,               2728,            7842,            3545,            7046,            4200             
21,              0,               2669,            8282,            3480,            7498,            4200             
22,              0,               2768,            8840,            3645,            7995,            4200             
23,              0,               2698,            7857,            3547,            7047,            4200             
24,              0,               2643,            8614,            3422,            7870,            4200             
25,              0,               2729,            6562,            3529,            5786,            4200             
26,              0,               2680,            9636,            3497,            8853,            4200             
27,              0,               2728,            9939,            3511,            9186,            4200             
28,              0,               2626,            7454,            3424,            6695,            4200             
29,              0,               2759,            8841,            3583,            8042,            4200             
30,              0,               2716,            9259,            3546,            8468,            4200             
31,              0,               2616,            7622,            3448,            6826,            4200             
32,              0,               2651,            6663,            3416,            5922,            4200             
33,              0,               2727,            8776,            3520,            8014,            4200             
34,              0,               2745,            9325,            3526,            8574,            4200             
35,              0,               2656,            9932,            3431,            9182,            4200             
36,              0,               2673,            5917,            3512,            5105,            4200             
37,              0,               2681,            9399,            3452,            8659,            4200             
38,              0,               2734,            8197,            3604,            7363,            4200             
39,              0,               2730,            10449,           3512,            9705,            4200             
40,              0,               2660,            9963,            3512,            9139,            4200             
41,              0,               2676,            6544,            3485,            5760,            4200             
42,              0,               2686,            11021,           3504,            10236,           4200             
43,              0,               2734,            8500,            3559,            7712,            4200             
44,              0,               2679,            10055,           3450,            9311,            4200             
45,              0,               2693,            6733,            3527,            5919,            4200             
46,              0,               2775,            4394,            3613,            3572,            4200             
47,              0,               2733,            8435,            3499,            7704,            4200             
48,              0,               2697,            6732,            3466,            5995,            4200             
49,              0,               2697,            8882,            3521,            8091,            4200             
50,              0,               2710,            9898,            3510,            9127,            4200             
51,              0,               2738,            7380,            3508,            6643,            4200             
52,              0,               2729,            10178,           3529,            9417,            4200             
53,              0,               2697,            7780,            3518,            7018,            4200             
54,              0,               2738,            8365,            3575,            7558,            4200             
55,              0,               2700,            9342,            3507,            8568,            4200             
56,              0,               2633,            8841,            3422,            8075,            4200             
57,              0,               2633,            8930,            3470,            8132,            4200             
58,              0,               2795,            9549,            3584,            8798,            4200             
59,              0,               2660,            9464,            3450,            8715,            4200             
60,              0,               2736,            8031,            3510,            7296,            4200             
61,              0,               2750,            8762,            3547,            8006,            4200             
62,              0,               2646,            10090,           3479,            9294,            4200             
63,              0,               2717,            8196,            3523,            7421,            4200             
64,              0,               2634,            9509,            3449,            8732,            4200             
65,              0,               2797,            7187,            3621,            6389,            4200             
66,              0,               2648,            7299,            3472,            6507,            4200             
67,              0,               2720,            9228,            3533,            8443,            4200             
68,              0,               2684,            8242,            3474,            7502,            4200             
69,              0,               2740,            9350,            3550,            8568,            4200             
70,              0,               2646,            7409,            3464,            6622,            4200             
71,              0,               2753,            5794,            3609,            4980,            4200             
72,              0,               2753,            10677,           3605,            9865,            4200             
73,              0,               2642,            7721,            3425,            6963,            4200             
74,              0,               2761,            7947,            3586,            7153,            4200             
75,              0,               2586,            10004,           3415,            9197,            4200             
76,              0,               2752,            3684,            3536,            2925,            4200             
77,              0,               2649,            7288,            3449,            6523,            4200             
78,              0,               2655,            5494,            3439,            4744,            4200             
79,              0,               2614,            7949,            3384,            7205,            4200             
80,              0,               2701,            7795,            3525,            7007,            4200             
81,              0,               2697,            7478,            3482,            6727,            4200             
82,              0,               2779,            9619,            3551,            8878,            4200             
83,              0,               2644,            7320,            3449,            6538,            4200             
84,              0,               2720,            7482,            3503,            6730,            4200             
85,              0,               2686,            7026,            3468,            6269,            4200             
86,              0,               2780,            7648,            3540,            6935,            4200             
87,              0,               2633,            8953,            3442,            8179,            4200             
88,              0,               2754,            5718,            3540,            4960,            4200             
89,              0,               2617,            6368,            3437,            5582,            4200             
90,              0,               2694,            7676,            3525,            6867,            4200             
91,              0,               2724,            6695,            3538,            5899,            4200             
92,              0,               2749,            8073,            3518,            7334,            4200             
93,              0,               2669,            7529,            3436,            6801,            4200             
94,              0,               2706,            8762,            3485,            8014,            4200             
95,              0,               2776,            6374,            3555,            5656,            4200             
96,              0,               2746,            10499,           3604,            9679,            4200             
97,              0,               2650,            6781,            3435,            6021,            4200             
98,              0,               2742,            9562,            3528,            8807,            4200             
99,              0,               2636,            8355,            3425,            7600,            4200             
100,             0,               2731,            6420,            3543,            5628,            4200             
101,             0,               2718,            8869,            3523,            8103,            4200             
102,             0,               2721,            8182,            3527,            7405,            4200             
103,             0,               2726,            7103,            3494,            6365,            4200             
104,             0,               2670,            7541,            3490,            6760,            4200             
105,             0,               2696,            7247,            3497,            6485,            4200             
106,             0,               2693,            6396,            3521,            5595,            4200             
107,             0,               2628,            7477,            3383,            6760,            4200             
108,             0,               2702,            9414,            3493,            8660,            4200             
109,             0,               2692,            6897,            3465,            6156,            4200             
110,             0,               2708,            7425,            3542,            6626,            4200             
111,             0,               2669,            9818,            3523,            9005,            4200             
112,             0,               2686,            8510,            3482,            7740,            4200             
