#run_ID,         bf thickness,    n_deaths,        n_detachments,   n_immigrations,  n_replications,  exit time        
87,              0,               2786,            797,             3554,            26,              4200             
88,              0,               2717,            862,             3417,            162,             4200             
89,              0,               2797,            836,             3499,            131,             4200             
90,              0,               2742,            818,             3485,            75,              4200             
91,              0,               2829,            779,             3523,            81,              4200             
92,              0,               2703,            1422,            3447,            676,             4200             
93,              0,               2768,            1235,            3547,            453,             4200             
94,              0,               2729,            781,             3442,            69,              4200             
95,              0,               2806,            849,             3558,            94,              4200             
96,              0,               2692,            1848,            3436,            1106,            4200             
97,              0,               2767,            825,             3536,            52,              4200             
98,              0,               2758,            762,             3472,            44,              4200             
99,              0,               2803,            772,             3525,            50,              4200             
100,             0,               2829,            1010,            3578,            260,             4200             
101,             0,               2701,            3600,            3425,            2899,            4200             
102,             0,               2783,            778,             3484,            74,              4200             
103,             0,               2740,            1030,            3450,            318,             4200             
104,             0,               2788,            1496,            3487,            794,             4200             
105,             0,               2767,            828,             3529,            64,              4200             
106,             0,               2742,            795,             3492,            42,              4200             
107,             0,               2753,            973,             3461,            262,             4200             
108,             0,               2652,            852,             3421,            79,              4200             
109,             0,               2764,            828,             3536,            54,              4200             
110,             0,               2751,            977,             3495,            230,             4200             
111,             0,               2750,            937,             3493,            190,             4200             
112,             0,               2722,            813,             3495,            39,              4200             
113,             0,               2967,            884,             3703,            148,             4200             
114,             0,               2801,            927,             3569,            156,             4200             
115,             0,               2748,            1530,            3455,            834,             4200             
116,             0,               2661,            874,             3366,            165,             4200             
117,             0,               2700,            803,             3441,            64,              4200             
118,             0,               2795,            781,             3512,            60,              4200             
119,             0,               2735,            785,             3447,            73,              4200             
120,             0,               2793,            1119,            3516,            392,             4200             
121,             0,               2739,            2072,            3406,            1429,            4200             
122,             0,               2759,            853,             3518,            90,              4200             
123,             0,               2806,            6446,            3547,            5732,            4200             
124,             0,               2703,            815,             3434,            81,              4200             
125,             0,               2718,            915,             3436,            193,             4200             
126,             0,               2744,            1062,            3431,            374,             4200             
127,             0,               2738,            964,             3468,            231,             4200             
128,             0,               2767,            853,             3541,            81,              4200             
129,             0,               2722,            810,             3444,            87,              4200             
130,             0,               2756,            1049,            3491,            312,             4200             
131,             0,               2761,            822,             3527,            55,              4200             
132,             0,               2702,            1259,            3421,            555,             4200             
133,             0,               2678,            757,             3397,            37,              4200             
134,             0,               2706,            810,             3461,            53,              4200             
135,             0,               2720,            877,             3472,            120,             4200             
136,             0,               2789,            818,             3509,            96,              4200             
137,             0,               2651,            777,             3353,            72,              4200             
138,             0,               2787,            3870,            3545,            3135,            4200             
139,             0,               2726,            2322,            3415,            1648,            4200             
140,             0,               2705,            726,             3379,            53,              4200             
141,             0,               2783,            899,             3518,            160,             4200             
142,             0,               2686,            844,             3448,            80,              4200             
143,             0,               2683,            756,             3361,            79,              4200             
144,             0,               2685,            812,             3447,            49,              4200             
145,             0,               2818,            879,             3579,            115,             4200             
146,             0,               2770,            913,             3520,            160,             4200             
147,             0,               2776,            778,             3516,            35,              4200             
148,             0,               2701,            5094,            3451,            4370,            4200             
149,             0,               2754,            7335,            3476,            6644,            4200             
150,             0,               2750,            761,             3475,            34,              4200             
151,             0,               2793,            871,             3529,            137,             4200             
152,             0,               2778,            851,             3494,            134,             4200             
153,             0,               2723,            853,             3466,            116,             4200             
154,             0,               2792,            3547,            3559,            2815,            4200             
155,             0,               2732,            792,             3502,            22,              4200             
156,             0,               2707,            750,             3430,            29,              4200             
157,             0,               2796,            806,             3528,            71,              4200             
158,             0,               2712,            883,             3429,            164,             4200             
159,             0,               2820,            1475,            3499,            791,             4200             
160,             0,               2884,            871,             3654,            97,              4200             
161,             0,               2806,            964,             3541,            229,             4200             
162,             0,               2787,            843,             3523,            103,             4200             
163,             0,               2638,            829,             3413,            51,              4200             
164,             0,               2871,            988,             3597,            262,             4200             
165,             0,               2753,            818,             3499,            71,              4200             
166,             0,               2786,            776,             3518,            43,              4200             
167,             0,               2783,            850,             3543,            87,              4200             
168,             0,               2748,            830,             3507,            71,              4200             
169,             0,               2797,            1314,            3572,            545,             4200             
170,             0,               2722,            929,             3446,            201,             4200             
171,             0,               2773,            776,             3468,            81,              4200             
172,             0,               2713,            883,             3459,            143,             4200             
173,             0,               2809,            1805,            3566,            1046,            4200             
174,             0,               2749,            798,             3489,            58,              4200             
175,             0,               2745,            824,             3468,            99,              4200             
176,             0,               2749,            777,             3439,            83,              4200             
177,             0,               2728,            1540,            3487,            780,             4200             
178,             0,               2777,            936,             3517,            195,             4200             
179,             0,               2806,            844,             3539,            112,             4200             
